us_state,year_of_record,species_name,adult_count,youth_count,unknown_count,euthanasia_sum
IN,2011,Cats,1003,892,13,1908
IN,2011,Dogs,605,145,13,763
IN,2012,Cats,856,585,8,1449
IN,2012,Dogs,379,21,1,401
IN,2013,Cats,827,682,8,1517
IN,2013,Dogs,340,14,0,354
IN,2014,Cats,1744,1070,191,3005
IN,2014,Dogs,817,23,108,948
IN,2015,Cats,4118,2471,688,7277
IN,2015,Dogs,1668,55,1820,3543
IN,2016,Cats,4811,2544,1104,8459
IN,2016,Dogs,2281,70,1467,3818
IN,2017,Birds,0,0,0,0
IN,2017,Cats,3555,1651,1117,6323
IN,2017,Dogs,2010,53,1585,3648
IN,2017,Rabbits,2,0,2,4
IN,2017,Reptiles & Amphibians,0,0,0,0
IN,2017,Small Mammals,2,0,0,2
IN,2018,Birds,0,0,0,0
IN,2018,Cats,2923,1797,1077,5797
IN,2018,Dogs,2023,70,879,2972
IN,2018,Rabbits,0,0,3,3
IN,2018,Reptiles & Amphibians,0,0,0,0
IN,2018,Small Mammals,4,0,0,4
IN,2019,Birds,0,0,0,0
IN,2019,Cats,2234,1405,1225,4864
IN,2019,Dogs,1748,54,1001,2803
IN,2019,Rabbits,0,0,0,0
IN,2019,Reptiles & Amphibians,0,0,0,0
IN,2019,Small Mammals,4,0,1,5
IN,2020,Birds,0,0,1,1
IN,2020,Cats,1382,704,763,2849
IN,2020,Dogs,1070,32,509,1611
IN,2020,Rabbits,0,0,0,0
IN,2020,Small Mammals,2,0,0,2
IN,2021,Birds,29,0,0,29
IN,2021,Cats,1648,1120,688,3456
IN,2021,Dogs,1488,33,186,1707
IN,2021,Equine,0,0,0,0
IN,2021,Farm Animals,0,0,0,0
IN,2021,Rabbits,50,1,1,52
IN,2021,Reptiles & Amphibians,4,0,0,4
IN,2021,Small Mammals,27,1,0,28
IN,2022,Birds,3,0,0,3
IN,2022,Cats,330,29,27,386
IN,2022,Dogs,305,12,9,326
IN,2022,Equine,0,0,0,0
IN,2022,Farm Animals,0,0,0,0
IN,2022,Rabbits,4,0,1,5
IN,2022,Reptiles & Amphibians,1,0,0,1
IN,2022,Small Mammals,7,12,0,19
KS,2012,Cats,1287,1050,427,2764
KS,2012,Dogs,1427,144,24,1595
KS,2013,Cats,989,959,276,2224
KS,2013,Dogs,1128,113,31,1272
KS,2014,Cats,924,582,208,1714
KS,2014,Dogs,875,43,13,931
KS,2015,Cats,797,569,323,1689
KS,2015,Dogs,739,24,16,779
KS,2016,Cats,1216,1152,248,2616
KS,2016,Dogs,1133,87,54,1274
KS,2017,Cats,1317,1153,737,3207
KS,2017,Dogs,1182,185,135,1502
KS,2018,Cats,1073,725,1069,2867
KS,2018,Dogs,1083,165,275,1523
KS,2019,Birds,0,0,0,0
KS,2019,Cats,1075,1140,600,2815
KS,2019,Dogs,1053,147,143,1343
KS,2019,Equine,0,0,0,0
KS,2019,Farm Animals,0,0,0,0
KS,2019,Rabbits,0,0,1,1
KS,2019,Reptiles & Amphibians,0,0,0,0
KS,2019,Small Mammals,0,0,0,0
KS,2020,Birds,0,0,0,0
KS,2020,Cats,608,567,317,1492
KS,2020,Dogs,703,97,115,915
KS,2020,Equine,0,0,0,0
KS,2020,Farm Animals,0,0,0,0
KS,2020,Rabbits,0,0,0,0
KS,2020,Reptiles & Amphibians,0,0,0,0
KS,2020,Small Mammals,0,0,0,0
KS,2021,Birds,0,0,5,5
KS,2021,Cats,461,568,144,1173
KS,2021,Dogs,806,125,51,982
KS,2021,Equine,0,0,0,0
KS,2021,Farm Animals,0,0,0,0
KS,2021,Rabbits,0,0,1,1
KS,2021,Reptiles & Amphibians,1,0,0,1
KS,2021,Small Mammals,0,0,0,0
KS,2022,Birds,0,0,0,0
KS,2022,Cats,14,4,0,18
KS,2022,Dogs,39,9,0,48
KS,2022,Equine,0,0,0,0
KS,2022,Farm Animals,0,0,0,0
KS,2022,Rabbits,0,0,0,0
KS,2022,Reptiles & Amphibians,0,0,0,0
KS,2022,Small Mammals,1,0,0,1
KY,2011,Cats,549,763,1225,2537
KY,2011,Dogs,572,92,127,791
KY,2012,Cats,485,845,889,2219
KY,2012,Dogs,446,64,136,646
KY,2013,Cats,510,957,816,2283
KY,2013,Dogs,435,47,95,577
KY,2014,Cats,458,723,518,1699
KY,2014,Dogs,343,52,105,500
KY,2015,Cats,1423,2080,997,4500
KY,2015,Dogs,1432,616,85,2133
KY,2015,Rabbits,1,0,3,4
KY,2015,Reptiles & Amphibians,0,0,0,0
KY,2015,Small Mammals,0,0,4,4
KY,2016,Cats,3389,4217,1717,9323
KY,2016,Dogs,2003,535,155,2693
KY,2016,Rabbits,7,2,26,35
KY,2016,Small Mammals,2,0,8,10
KY,2017,Cats,3040,3620,1377,8037
KY,2017,Dogs,2115,392,259,2766
KY,2017,Rabbits,16,5,15,36
KY,2017,Small Mammals,3,15,3,21
KY,2018,Cats,2861,3139,2105,8105
KY,2018,Dogs,2423,325,542,3290
KY,2018,Rabbits,5,0,21,26
KY,2018,Reptiles & Amphibians,0,0,0,0
KY,2018,Small Mammals,3,0,4,7
KY,2019,Cats,2305,2589,2015,6909
KY,2019,Dogs,2036,188,465,2689
KY,2019,Rabbits,4,0,14,18
KY,2019,Reptiles & Amphibians,0,0,0,0
KY,2019,Small Mammals,3,0,5,8
KY,2020,Birds,0,0,0,0
KY,2020,Cats,1439,1668,1075,4182
KY,2020,Dogs,1143,135,286,1564
KY,2020,Rabbits,2,1,7,10
KY,2020,Reptiles & Amphibians,0,0,0,0
KY,2020,Small Mammals,14,10,15,39
KY,2021,Birds,0,0,21,21
KY,2021,Cats,983,1397,746,3126
KY,2021,Dogs,1020,125,311,1456
KY,2021,Equine,0,0,0,0
KY,2021,Farm Animals,0,0,1,1
KY,2021,Rabbits,10,3,29,42
KY,2021,Reptiles & Amphibians,0,0,1,1
KY,2021,Small Mammals,0,0,10,10
KY,2022,Birds,0,0,2,2
KY,2022,Cats,136,17,30,183
KY,2022,Dogs,255,58,37,350
KY,2022,Equine,0,0,0,0
KY,2022,Farm Animals,0,0,0,0
KY,2022,Rabbits,1,0,7,8
KY,2022,Reptiles & Amphibians,0,0,0,0
KY,2022,Small Mammals,2,0,0,2
LA,2011,Cats,1365,0,0,1365
LA,2011,Dogs,1196,0,0,1196
LA,2012,Cats,1478,0,0,1478
LA,2012,Dogs,1142,0,0,1142
LA,2013,Cats,1090,6,0,1096
LA,2013,Dogs,535,1,0,536
LA,2014,Cats,790,6,0,796
LA,2014,Dogs,423,1,0,424
LA,2015,Cats,2143,1084,13,3240
LA,2015,Dogs,1366,66,2,1434
LA,2016,Cats,4389,4463,229,9081
LA,2016,Dogs,4863,690,255,5808
LA,2017,Birds,0,0,0,0
LA,2017,Cats,5776,4355,1825,11956
LA,2017,Dogs,5638,838,1747,8223
LA,2017,Equine,0,0,0,0
LA,2017,Farm Animals,0,0,0,0
LA,2017,Rabbits,0,0,0,0
LA,2017,Reptiles & Amphibians,0,0,0,0
LA,2017,Small Mammals,15,8,0,23
LA,2018,Birds,0,0,0,0
LA,2018,Cats,4125,3420,2527,10072
LA,2018,Dogs,4726,688,2654,8068
LA,2018,Equine,0,0,0,0
LA,2018,Farm Animals,0,0,0,0
LA,2018,Rabbits,0,0,0,0
LA,2018,Reptiles & Amphibians,0,0,0,0
LA,2018,Small Mammals,1,4,0,5
LA,2019,Birds,0,0,0,0
LA,2019,Cats,3232,2802,2690,8724
LA,2019,Dogs,4330,327,1668,6325
LA,2019,Equine,0,0,0,0
LA,2019,Farm Animals,0,0,0,0
LA,2019,Rabbits,0,0,0,0
LA,2019,Reptiles & Amphibians,0,0,0,0
LA,2019,Small Mammals,2,9,0,11
LA,2020,Birds,1,0,0,1
LA,2020,Cats,924,687,2943,4554
LA,2020,Dogs,2136,100,2009,4245
LA,2020,Equine,0,0,0,0
LA,2020,Farm Animals,0,0,0,0
LA,2020,Rabbits,0,0,0,0
LA,2020,Reptiles & Amphibians,0,0,0,0
LA,2020,Small Mammals,0,0,0,0
LA,2021,Birds,4,0,0,4
LA,2021,Cats,793,634,962,2389
LA,2021,Dogs,1764,143,360,2267
LA,2021,Equine,1,0,0,1
LA,2021,Farm Animals,0,0,0,0
LA,2021,Rabbits,0,0,0,0
LA,2021,Reptiles & Amphibians,0,0,1,1
LA,2021,Small Mammals,10,0,0,10
LA,2022,Birds,0,0,0,0
LA,2022,Cats,108,36,149,293
LA,2022,Dogs,430,12,96,538
LA,2022,Equine,0,0,0,0
LA,2022,Farm Animals,0,0,2,2
LA,2022,Rabbits,0,0,0,0
LA,2022,Reptiles & Amphibians,0,0,0,0
LA,2022,Small Mammals,1,0,0,1
MA,2013,Cats,15,5,0,20
MA,2013,Dogs,0,0,0,0
MA,2014,Cats,33,3,0,36
MA,2014,Dogs,0,0,0,0
MA,2015,Cats,97,4,0,101
MA,2015,Dogs,76,1,0,77
MA,2016,Cats,1061,155,22,1238
MA,2016,Dogs,511,7,6,524
MA,2017,Cats,668,100,36,804
MA,2017,Dogs,355,17,18,390
MA,2018,Cats,711,125,13,849
MA,2018,Dogs,394,12,1,407
MA,2019,Cats,598,82,13,693
MA,2019,Dogs,346,4,0,350
MA,2020,Birds,0,0,0,0
MA,2020,Cats,525,63,27,615
MA,2020,Dogs,378,9,14,401
MA,2020,Rabbits,0,0,0,0
MA,2020,Reptiles & Amphibians,0,0,0,0
MA,2020,Small Mammals,0,0,0,0
MA,2021,Birds,7,0,0,7
MA,2021,Cats,464,70,21,555
MA,2021,Dogs,319,10,4,333
MA,2021,Equine,0,0,0,0
MA,2021,Farm Animals,10,0,0,10
MA,2021,Rabbits,9,1,0,10
MA,2021,Reptiles & Amphibians,2,0,0,2
MA,2021,Small Mammals,75,11,3,89
MA,2022,Birds,0,0,0,0
MA,2022,Cats,35,3,1,39
MA,2022,Dogs,40,0,1,41
MA,2022,Equine,0,0,0,0
MA,2022,Farm Animals,1,0,0,1
MA,2022,Rabbits,1,0,0,1
MA,2022,Reptiles & Amphibians,0,0,0,0
MA,2022,Small Mammals,0,0,0,0
MD,2013,Cats,932,254,0,1186
MD,2013,Dogs,1142,25,0,1167
MD,2014,Cats,960,230,1,1191
MD,2014,Dogs,1140,32,0,1172
MD,2015,Cats,801,230,3,1034
MD,2015,Dogs,808,26,0,834
MD,2016,Cats,1075,600,815,2490
MD,2016,Dogs,809,19,232,1060
MD,2017,Cats,1848,834,1355,4037
MD,2017,Dogs,776,18,334,1128
MD,2018,Cats,2034,961,807,3802
MD,2018,Dogs,1064,12,131,1207
MD,2019,Cats,2519,985,1480,4984
MD,2019,Dogs,1816,36,170,2022
MD,2020,Birds,0,0,0,0
MD,2020,Cats,1508,553,899,2960
MD,2020,Dogs,1118,30,223,1371
MD,2020,Equine,0,0,0,0
MD,2020,Rabbits,0,0,0,0
MD,2021,Birds,0,0,19,19
MD,2021,Cats,1556,1028,501,3085
MD,2021,Dogs,1463,59,125,1647
MD,2021,Equine,0,0,0,0
MD,2021,Farm Animals,2,0,0,2
MD,2021,Rabbits,7,0,0,7
MD,2021,Reptiles & Amphibians,0,0,0,0
MD,2021,Small Mammals,11,0,26,37
MD,2022,Birds,0,0,5,5
MD,2022,Cats,193,31,62,286
MD,2022,Dogs,373,16,50,439
MD,2022,Equine,0,0,0,0
MD,2022,Farm Animals,0,0,0,0
MD,2022,Rabbits,1,0,0,1
MD,2022,Reptiles & Amphibians,0,0,0,0
MD,2022,Small Mammals,3,0,3,6
ME,2014,Cats,30,0,31,61
ME,2014,Dogs,7,0,10,17
ME,2015,Cats,65,28,37,130
ME,2015,Dogs,61,0,14,75
ME,2016,Cats,131,34,102,267
ME,2016,Dogs,89,2,11,102
ME,2017,Cats,197,46,42,285
ME,2017,Dogs,111,4,7,122
ME,2018,Cats,228,78,86,392
ME,2018,Dogs,140,7,26,173
ME,2019,Cats,157,51,14,222
ME,2019,Dogs,129,3,4,136
ME,2020,Cats,165,39,10,214
ME,2020,Dogs,83,1,1,85
ME,2021,Birds,0,0,0,0
ME,2021,Cats,109,32,14,155
ME,2021,Dogs,51,5,3,59
ME,2021,Equine,0,0,0,0
ME,2021,Farm Animals,0,0,0,0
ME,2021,Rabbits,1,0,0,1
ME,2021,Reptiles & Amphibians,0,0,0,0
ME,2021,Small Mammals,2,0,0,2
ME,2022,Birds,4,0,0,4
ME,2022,Cats,13,4,0,17
ME,2022,Dogs,15,0,0,15
ME,2022,Equine,0,0,0,0
ME,2022,Farm Animals,0,0,0,0
ME,2022,Rabbits,2,0,0,2
ME,2022,Reptiles & Amphibians,0,0,0,0
ME,2022,Small Mammals,1,0,0,1
MI,2011,Cats,0,0,0,0
MI,2011,Dogs,0,0,0,0
MI,2012,Cats,0,0,21,21
MI,2012,Dogs,0,0,114,114
MI,2013,Cats,290,125,409,824
MI,2013,Dogs,243,10,174,427
MI,2014,Cats,455,275,160,890
MI,2014,Dogs,381,7,144,532
MI,2015,Cats,454,197,42,693
MI,2015,Dogs,289,3,67,359
MI,2016,Cats,667,202,13,882
MI,2016,Dogs,681,18,21,720
MI,2017,Birds,4,0,8,12
MI,2017,Cats,1226,381,683,2290
MI,2017,Dogs,1542,86,708,2336
MI,2017,Rabbits,5,0,5,10
MI,2017,Reptiles & Amphibians,0,0,0,0
MI,2017,Small Mammals,3,2,8,13
MI,2018,Cats,1400,896,90,2386
MI,2018,Dogs,2301,91,89,2481
MI,2019,Cats,1305,672,67,2044
MI,2019,Dogs,3079,94,109,3282
MI,2020,Birds,4,0,427,431
MI,2020,Cats,932,445,197,1574
MI,2020,Dogs,1826,55,260,2141
MI,2020,Equine,0,0,0,0
MI,2020,Farm Animals,0,0,0,0
MI,2020,Rabbits,4,1,1,6
MI,2020,Reptiles & Amphibians,1,0,0,1
MI,2020,Small Mammals,11,1,0,12
MI,2021,Birds,1,0,168,169
MI,2021,Cats,549,405,245,1199
MI,2021,Dogs,980,71,429,1480
MI,2021,Equine,0,0,0,0
MI,2021,Farm Animals,0,0,2,2
MI,2021,Rabbits,8,1,5,14
MI,2021,Reptiles & Amphibians,0,0,1,1
MI,2021,Small Mammals,12,1,3,16
MI,2022,Birds,0,0,0,0
MI,2022,Cats,118,25,36,179
MI,2022,Dogs,197,7,101,305
MI,2022,Equine,0,0,0,0
MI,2022,Farm Animals,0,0,0,0
MI,2022,Rabbits,0,4,1,5
MI,2022,Reptiles & Amphibians,0,0,0,0
MI,2022,Small Mammals,5,0,0,5
MN,2013,Cats,3,1,38,42
MN,2013,Dogs,10,0,22,32
MN,2014,Cats,11,14,41,66
MN,2014,Dogs,23,1,32,56
MN,2015,Cats,355,145,27,527
MN,2015,Dogs,185,7,12,204
MN,2016,Cats,671,244,52,967
MN,2016,Dogs,527,82,33,642
MN,2017,Cats,825,359,210,1394
MN,2017,Dogs,710,50,24,784
MN,2018,Cats,1113,319,87,1519
MN,2018,Dogs,815,50,10,875
MN,2019,Cats,1035,343,26,1404
MN,2019,Dogs,762,67,9,838
MN,2020,Birds,0,0,0,0
MN,2020,Cats,558,193,49,800
MN,2020,Dogs,470,43,12,525
MN,2020,Equine,0,0,0,0
MN,2020,Farm Animals,0,0,0,0
MN,2020,Rabbits,0,0,0,0
MN,2020,Reptiles & Amphibians,0,0,0,0
MN,2020,Small Mammals,0,0,0,0
MN,2021,Birds,5,0,3,8
MN,2021,Cats,563,220,52,835
MN,2021,Dogs,640,52,21,713
MN,2021,Equine,0,0,0,0
MN,2021,Farm Animals,0,0,0,0
MN,2021,Rabbits,6,0,1,7
MN,2021,Reptiles & Amphibians,0,0,0,0
MN,2021,Small Mammals,19,1,1,21
MN,2022,Birds,0,0,0,0
MN,2022,Cats,76,14,8,98
MN,2022,Dogs,67,20,0,87
MN,2022,Equine,0,0,0,0
MN,2022,Farm Animals,0,0,0,0
MN,2022,Rabbits,1,2,0,3
MN,2022,Reptiles & Amphibians,0,0,0,0
MN,2022,Small Mammals,1,0,0,1
MO,2001,Dogs,0,0,0,0
MO,2011,Cats,18,1,0,19
MO,2011,Dogs,41,0,0,41
MO,2012,Cats,1,1,0,2
MO,2012,Dogs,0,0,0,0
MO,2013,Cats,4,0,0,4
MO,2013,Dogs,9,0,0,9
MO,2014,Cats,53,41,114,208
MO,2014,Dogs,201,4,105,310
MO,2015,Cats,153,38,129,320
MO,2015,Dogs,290,5,153,448
MO,2016,Cats,884,294,131,1309
MO,2016,Dogs,713,51,89,853
MO,2017,Cats,1895,846,140,2881
MO,2017,Dogs,990,68,94,1152
MO,2018,Cats,1836,535,641,3012
MO,2018,Dogs,943,56,232,1231
MO,2019,Birds,0,0,0,0
MO,2019,Cats,1381,1213,703,3297
MO,2019,Dogs,1200,209,212,1621
MO,2019,Equine,0,0,0,0
MO,2019,Farm Animals,0,0,0,0
MO,2019,Rabbits,0,0,0,0
MO,2019,Reptiles & Amphibians,0,0,0,0
MO,2019,Small Mammals,0,0,0,0
MO,2020,Birds,2,0,0,2
MO,2020,Cats,881,684,383,1948
MO,2020,Dogs,723,139,122,984
MO,2020,Equine,0,0,0,0
MO,2020,Farm Animals,0,0,0,0
MO,2020,Rabbits,0,0,0,0
MO,2020,Reptiles & Amphibians,0,0,0,0
MO,2020,Small Mammals,0,0,0,0
MO,2021,Birds,3,0,0,3
MO,2021,Cats,773,513,49,1335
MO,2021,Dogs,618,56,44,718
MO,2021,Equine,0,0,0,0
MO,2021,Farm Animals,1,0,0,1
MO,2021,Rabbits,0,0,0,0
MO,2021,Reptiles & Amphibians,0,0,0,0
MO,2021,Small Mammals,10,0,0,10
MO,2022,Birds,2,0,0,2
MO,2022,Cats,94,6,10,110
MO,2022,Dogs,118,13,19,150
MO,2022,Equine,0,0,0,0
MO,2022,Farm Animals,0,0,0,0
MO,2022,Rabbits,0,0,0,0
MO,2022,Reptiles & Amphibians,0,0,0,0
MO,2022,Small Mammals,0,0,0,0
MS,2011,Cats,795,586,859,2240
MS,2011,Dogs,1250,180,348,1778
MS,2012,Cats,336,326,1211,1873
MS,2012,Dogs,715,110,457,1282
MS,2013,Cats,426,990,1035,2451
MS,2013,Dogs,886,315,630,1831
MS,2014,Cats,429,746,547,1722
MS,2014,Dogs,923,368,659,1950
MS,2015,Cats,294,527,470,1291
MS,2015,Dogs,861,117,491,1469
MS,2016,Cats,486,845,413,1744
MS,2016,Dogs,1215,204,309,1728
MS,2017,Cats,530,1220,508,2258
MS,2017,Dogs,1288,505,309,2102
MS,2018,Cats,488,812,315,1615
MS,2018,Dogs,1270,589,324,2183
MS,2019,Cats,387,560,210,1157
MS,2019,Dogs,1040,166,256,1462
MS,2020,Birds,0,0,0,0
MS,2020,Cats,318,280,46,644
MS,2020,Dogs,520,119,76,715
MS,2020,Equine,0,0,0,0
MS,2020,Farm Animals,0,0,0,0
MS,2020,Rabbits,0,0,0,0
MS,2020,Reptiles & Amphibians,0,0,0,0
MS,2020,Small Mammals,0,0,0,0
MS,2021,Birds,0,0,0,0
MS,2021,Cats,268,248,56,572
MS,2021,Dogs,357,62,63,482
MS,2021,Equine,0,0,0,0
MS,2021,Farm Animals,0,1,0,1
MS,2021,Rabbits,0,0,0,0
MS,2021,Reptiles & Amphibians,0,0,0,0
MS,2021,Small Mammals,1,0,0,1
MS,2022,Birds,0,0,0,0
MS,2022,Cats,56,5,6,67
MS,2022,Dogs,131,10,23,164
MS,2022,Equine,0,0,0,0
MS,2022,Farm Animals,0,0,0,0
MS,2022,Rabbits,0,0,0,0
MS,2022,Reptiles & Amphibians,0,0,0,0
MS,2022,Small Mammals,0,0,0,0
MT,2011,Cats,5,0,1,6
MT,2011,Dogs,11,6,0,17
MT,2012,Cats,3,2,1,6
MT,2012,Dogs,7,0,0,7
MT,2013,Cats,5,0,2,7
MT,2013,Dogs,4,1,1,6
MT,2014,Cats,1,1,0,2
MT,2014,Dogs,1,0,0,1
MT,2015,Cats,2,0,0,2
MT,2015,Dogs,1,0,0,1
MT,2016,Cats,324,74,26,424
MT,2016,Dogs,139,3,8,150
MT,2017,Cats,754,267,12,1033
MT,2017,Dogs,308,20,1,329
MT,2018,Cats,703,286,35,1024
MT,2018,Dogs,236,20,0,256
MT,2019,Cats,525,186,17,728
MT,2019,Dogs,224,11,1,236
MT,2020,Cats,268,122,14,404
MT,2020,Dogs,198,10,2,210
MT,2021,Birds,0,0,0,0
MT,2021,Cats,284,118,2,404
MT,2021,Dogs,209,11,2,222
MT,2021,Equine,0,0,0,0
MT,2021,Farm Animals,0,0,0,0
MT,2021,Rabbits,0,0,0,0
MT,2021,Reptiles & Amphibians,0,0,0,0
MT,2021,Small Mammals,2,0,0,2
MT,2022,Birds,0,0,0,0
MT,2022,Cats,73,3,0,76
MT,2022,Dogs,38,1,0,39
MT,2022,Equine,0,0,0,0
MT,2022,Farm Animals,0,0,0,0
MT,2022,Rabbits,0,0,0,0
MT,2022,Reptiles & Amphibians,0,0,0,0
MT,2022,Small Mammals,2,0,0,2
NC,2011,Cats,1493,894,2651,5038
NC,2011,Dogs,1351,223,808,2382
NC,2012,Cats,1078,769,2681,4528
NC,2012,Dogs,1301,78,622,2001
NC,2013,Cats,2167,841,1844,4852
NC,2013,Dogs,1115,172,253,1540
NC,2014,Cats,1802,1213,4170,7185
NC,2014,Dogs,1306,84,1182,2572
NC,2015,Cats,932,984,4007,5923
NC,2015,Dogs,933,29,705,1667
NC,2016,Cats,4388,2587,3639,10614
NC,2016,Dogs,3218,258,871,4347
NC,2017,Cats,7762,3459,2489,13710
NC,2017,Dogs,4279,239,535,5053
NC,2018,Cats,6796,3806,4748,15350
NC,2018,Dogs,5362,328,1129,6819
NC,2019,Birds,0,0,0,0
NC,2019,Cats,5906,2809,5661,14376
NC,2019,Dogs,4390,229,1700,6319
NC,2019,Equine,0,0,0,0
NC,2019,Farm Animals,0,0,0,0
NC,2019,Rabbits,0,0,0,0
NC,2019,Reptiles & Amphibians,0,0,0,0
NC,2019,Small Mammals,0,0,0,0
NC,2020,Birds,0,0,0,0
NC,2020,Cats,3925,1770,2866,8561
NC,2020,Dogs,3035,148,1008,4191
NC,2020,Equine,0,0,0,0
NC,2020,Farm Animals,0,0,0,0
NC,2020,Rabbits,0,0,0,0
NC,2020,Reptiles & Amphibians,0,0,0,0
NC,2020,Small Mammals,0,0,0,0
NC,2021,Birds,0,0,6,6
NC,2021,Cats,3499,2583,2971,9053
NC,2021,Dogs,3115,169,893,4177
NC,2021,Equine,0,0,0,0
NC,2021,Farm Animals,2,0,3,5
NC,2021,Rabbits,0,0,1,1
NC,2021,Reptiles & Amphibians,0,0,0,0
NC,2021,Small Mammals,1,0,1,2
NC,2022,Birds,0,0,0,0
NC,2022,Cats,297,37,314,648
NC,2022,Dogs,371,20,119,510
NC,2022,Equine,2,0,0,2
NC,2022,Farm Animals,0,0,2,2
NC,2022,Rabbits,1,0,0,1
NC,2022,Reptiles & Amphibians,0,0,0,0
NC,2022,Small Mammals,1,0,1,2
ND,2013,Cats,7,1,0,8
ND,2013,Dogs,0,0,0,0
ND,2014,Cats,6,0,0,6
ND,2014,Dogs,8,0,0,8
ND,2015,Cats,6,0,0,6
ND,2015,Dogs,18,0,0,18
ND,2016,Cats,23,18,0,41
ND,2016,Dogs,16,0,0,16
ND,2017,Cats,32,9,0,41
ND,2017,Dogs,19,5,1,25
ND,2018,Cats,43,18,58,119
ND,2018,Dogs,22,2,3,27
ND,2019,Cats,28,14,95,137
ND,2019,Dogs,16,4,10,30
ND,2020,Birds,0,0,0,0
ND,2020,Cats,21,14,30,65
ND,2020,Dogs,23,6,0,29
ND,2020,Equine,0,0,0,0
ND,2020,Farm Animals,0,0,0,0
ND,2020,Rabbits,0,0,0,0
ND,2020,Reptiles & Amphibians,0,0,0,0
ND,2020,Small Mammals,1,0,0,1
ND,2021,Birds,0,0,0,0
ND,2021,Cats,28,20,5,53
ND,2021,Dogs,14,9,0,23
ND,2021,Equine,0,0,0,0
ND,2021,Farm Animals,0,0,0,0
ND,2021,Rabbits,0,0,0,0
ND,2021,Reptiles & Amphibians,0,0,0,0
ND,2021,Small Mammals,0,0,0,0
ND,2022,Birds,0,0,0,0
ND,2022,Cats,5,1,3,9
ND,2022,Dogs,0,0,0,0
ND,2022,Equine,0,0,0,0
ND,2022,Farm Animals,0,0,0,0
ND,2022,Rabbits,0,0,0,0
ND,2022,Reptiles & Amphibians,0,0,0,0
ND,2022,Small Mammals,0,0,0,0
NE,2011,Cats,17,30,71,118
NE,2011,Dogs,22,5,15,42
NE,2012,Cats,44,28,101,173
NE,2012,Dogs,36,1,9,46
NE,2013,Cats,145,151,147,443
NE,2013,Dogs,73,4,20,97
NE,2014,Cats,75,64,275,414
NE,2014,Dogs,54,1,20,75
NE,2015,Cats,105,134,419,658
NE,2015,Dogs,91,5,19,115
NE,2016,Cats,262,110,309,681
NE,2016,Dogs,70,4,16,90
NE,2017,Cats,245,143,303,691
NE,2017,Dogs,102,12,17,131
NE,2018,Cats,180,151,270,601
NE,2018,Dogs,39,23,13,75
NE,2019,Birds,0,0,0,0
NE,2019,Cats,1020,624,213,1857
NE,2019,Dogs,314,5,7,326
NE,2019,Equine,0,0,0,0
NE,2019,Farm Animals,0,0,0,0
NE,2019,Rabbits,13,0,0,13
NE,2019,Reptiles & Amphibians,1,0,0,1
NE,2019,Small Mammals,21,27,18,66
NE,2020,Birds,0,0,0,0
NE,2020,Cats,1822,554,172,2548
NE,2020,Dogs,786,27,7,820
NE,2020,Farm Animals,1,0,0,1
NE,2020,Rabbits,5,0,0,5
NE,2020,Reptiles & Amphibians,0,0,0,0
NE,2020,Small Mammals,16,3,0,19
NE,2021,Birds,2,0,0,2
NE,2021,Cats,1391,435,486,2312
NE,2021,Dogs,674,18,35,727
NE,2021,Farm Animals,4,0,1,5
NE,2021,Rabbits,5,2,1,8
NE,2021,Reptiles & Amphibians,0,0,0,0
NE,2021,Small Mammals,31,67,11,109
NE,2022,Birds,0,0,0,0
NE,2022,Cats,243,15,36,294
NE,2022,Dogs,153,8,10,171
NE,2022,Farm Animals,0,0,0,0
NE,2022,Rabbits,3,0,0,3
NE,2022,Small Mammals,4,7,0,11
NH,2011,Cats,38,4,13,55
NH,2011,Dogs,17,0,0,17
NH,2013,Cats,0,0,0,0
NH,2013,Dogs,0,0,0,0
NH,2014,Cats,55,4,15,74
NH,2014,Dogs,34,0,4,38
NH,2015,Cats,103,20,23,146
NH,2015,Dogs,56,1,7,64
NH,2016,Cats,271,50,59,380
NH,2016,Dogs,204,15,17,236
NH,2017,Cats,242,45,50,337
NH,2017,Dogs,199,16,12,227
NH,2018,Cats,256,37,38,331
NH,2018,Dogs,188,11,3,202
NH,2019,Cats,210,29,10,249
NH,2019,Dogs,167,8,0,175
NH,2020,Cats,118,17,6,141
NH,2020,Dogs,113,3,1,117
NH,2021,Birds,0,0,0,0
NH,2021,Cats,131,30,2,163
NH,2021,Dogs,114,4,3,121
NH,2021,Equine,2,0,0,2
NH,2021,Farm Animals,1,0,0,1
NH,2021,Rabbits,2,0,0,2
NH,2021,Reptiles & Amphibians,0,0,0,0
NH,2021,Small Mammals,1,0,0,1
NH,2022,Birds,0,0,0,0
NH,2022,Cats,12,0,0,12
NH,2022,Dogs,18,2,0,20
NH,2022,Equine,1,0,0,1
NH,2022,Farm Animals,0,0,0,0
NH,2022,Rabbits,0,0,0,0
NH,2022,Reptiles & Amphibians,0,0,0,0
NH,2022,Small Mammals,0,0,0,0
NJ,2012,Cats,0,0,0,0
NJ,2012,Dogs,0,0,0,0
NJ,2013,Cats,286,135,26,447
NJ,2013,Dogs,178,1,3,182
NJ,2014,Cats,94,36,6,136
NJ,2014,Dogs,93,5,3,101
NJ,2015,Cats,60,25,3,88
NJ,2015,Dogs,44,0,1,45
NJ,2016,Cats,932,585,528,2045
NJ,2016,Dogs,347,3,110,460
